Ê±¼ä,Htest1,Htest2,Qtest1,Qtest2
             2.25500,            99.99961,           107.99146,             0.39837,             0.19667
             2.26000,            99.99965,           108.38868,             0.39837,             0.18665
             2.26500,            99.99955,           108.78690,             0.39837,             0.17660
             2.27000,            99.99952,           109.18622,             0.39837,             0.16653
             2.27500,            99.99968,           109.58743,             0.39837,             0.15640
             2.28000,            99.99959,           109.98987,             0.39837,             0.14625
             2.28500,            99.99973,           110.39417,             0.39837,             0.13605
             2.29000,            99.99962,           110.79990,             0.39837,             0.12581
             2.29501,            99.99966,           111.20680,             0.39837,             0.11555
             2.30001,            99.99968,           111.61548,             0.39837,             0.10524
             2.30501,            99.99952,           112.02576,             0.39837,             0.09489
             2.31001,            99.99965,           112.43734,             0.39837,             0.08450
             2.31501,            99.99963,           112.85081,             0.39837,             0.07407
             2.32001,            99.99952,           113.26526,             0.39837,             0.06361
             2.32501,            99.99960,           113.68150,             0.39837,             0.05311
             2.33001,            99.99965,           114.09954,             0.39837,             0.04256
             2.33501,            99.99952,           114.51866,             0.39837,             0.03199
             2.34001,            99.99963,           114.93960,             0.39837,             0.02137
             2.34501,            99.99957,           115.36245,             0.39837,             0.01070
             2.35001,            99.99959,           115.78607,             0.39837,             0.00001
             2.35501,            99.99960,           115.78595,             0.39837,             0.00002
             2.36001,            99.99962,           115.78593,             0.39837,             0.00001
             2.36501,            99.99960,           115.78600,             0.39837,             0.00001
             2.37001,            99.99967,           115.78605,             0.39837,             0.00001
             2.37501,            99.99963,           115.78619,             0.39836,             0.00001
             2.38001,            99.99959,           115.78609,             0.39837,             0.00001
             2.38501,            99.99950,           115.78615,             0.39837,             0.00002
             2.39001,            99.99959,           115.78616,             0.39837,             0.00002
             2.39501,            99.99959,           115.78615,             0.39837,             0.00002
             2.40001,            99.99959,           115.78619,             0.39837,             0.00001
             2.40501,            99.99971,           115.78615,             0.39837,             0.00002
             2.41001,            99.99962,           115.78629,             0.39837,             0.00001
             2.41501,            99.99952,           115.78622,             0.39837,             0.00001
             2.42001,            99.99960,           115.78627,             0.39837,             0.00001
             2.42501,            99.99955,           115.78625,             0.39837,             0.00001
             2.43001,            99.99959,           115.78642,             0.39837,             0.00002
             2.43501,            99.99969,           115.78625,             0.39837,             0.00001
             2.44001,            99.99958,           115.78625,             0.39837,             0.00001
             2.44501,            99.99978,           115.78622,             0.39837,             0.00002
             2.45001,            99.99955,           115.78631,             0.39837,             0.00001
             2.45501,           100.36597,           115.78635,             0.38912,             0.00001
             2.46001,           100.73376,           115.78631,             0.37984,             0.00001
             2.46501,           101.10335,           115.78632,             0.37052,             0.00001
             2.47001,           101.47356,           115.78638,             0.36118,             0.00002
             2.47501,           101.84542,           115.78647,             0.35179,             0.00001
             2.48001,           102.21936,           115.78649,             0.34236,             0.00001
             2.48501,           102.59387,           115.78647,             0.33291,             0.00001
             2.49001,           102.97024,           115.78649,             0.32342,             0.00001
             2.49501,           103.34821,           115.78651,             0.31388,             0.00002
             2.50001,           103.72723,           115.78654,             0.30432,             0.00001
             2.50501,           104.10786,           115.78653,             0.29471,             0.00002
             2.51001,           104.49012,           115.78657,             0.28507,             0.00001
             2.51501,           104.87363,           115.78661,             0.27540,             0.00001
             2.52001,           105.25793,           115.78659,             0.26570,             0.00001
             2.52501,           105.64487,           115.78661,             0.25594,             0.00001
             2.53001,           106.03240,           115.78669,             0.24615,             0.00001
             2.53501,           106.42154,           115.78664,             0.23634,             0.00002
             2.54001,           106.81268,           115.78674,             0.22647,             0.00001
             2.54501,           107.20479,           115.78655,             0.21657,             0.00001
             2.55001,           107.59811,           115.78667,             0.20666,             0.00002
             2.55501,           107.62672,           115.78664,             0.18744,             0.00002
             2.56001,           107.65598,           115.78679,             0.16815,             0.00002
             2.56501,           107.68452,           115.78664,             0.14878,             0.00001
             2.57001,           107.71370,           115.78674,             0.12936,             0.00001
             2.57501,           107.74287,           115.78681,             0.10986,             0.00001
             2.58001,           107.77145,           115.78677,             0.09027,             0.00002
             2.58501,           107.80148,           115.78681,             0.07062,             0.00002
             2.59001,           107.83065,           115.78683,             0.05089,             0.00001
             2.59501,           107.85942,           115.78681,             0.03109,             0.00001
             2.60001,           107.88924,           115.78691,             0.01121,             0.00001
             2.60501,           107.91877,           115.78691,            -0.00874,             0.00001
             2.61001,           107.94797,           115.78693,            -0.02877,             0.00001
             2.61501,           107.97834,           115.78693,            -0.04888,             0.00001
             2.62001,           108.00824,           115.78691,            -0.06903,             0.00001
             2.62501,           108.03754,           115.78693,            -0.08929,             0.00001
             2.63001,           108.06824,           115.78703,            -0.10963,             0.00002
             2.63501,           108.09808,           115.78693,            -0.13001,             0.00001
             2.64001,           108.12798,           115.78701,            -0.15050,             0.00002
             2.64501,           108.15859,           115.78711,            -0.17107,             0.00001
             2.65001,           108.18886,           115.78709,            -0.19167,             0.00001
             2.65501,           107.79377,           115.78707,            -0.20163,             0.00001
             2.66001,           107.39685,           115.78703,            -0.21165,             0.00002
             2.66501,           106.99878,           115.78713,            -0.22170,             0.00001
             2.67001,           106.59940,           115.78719,            -0.23178,             0.00002
             2.67501,           106.19839,           115.78711,            -0.24190,             0.00001
             2.68001,           105.79601,           115.78721,            -0.25205,             0.00001
             2.68501,           105.39147,           115.78713,            -0.26225,             0.00001
             2.69001,           104.98598,           115.78728,            -0.27249,             0.00001
             2.69501,           104.57921,           115.78721,            -0.28275,             0.00001
             2.70001,           104.17042,           115.78719,            -0.29306,             0.00001
             2.70501,           103.76027,           115.78733,            -0.30341,             0.00001
             2.71001,           103.34890,           115.78731,            -0.31379,             0.00001
             2.71501,           102.93507,           115.78734,            -0.32423,             0.00001
             2.72001,           102.52097,           115.78739,            -0.33468,             0.00001
             2.72501,           102.10477,           115.78728,            -0.34519,             0.00001
             2.73002,           101.68647,           115.78745,            -0.35574,             0.00001
             2.73502,           101.26758,           115.78741,            -0.36631,             0.00002
             2.74002,           100.84659,           115.78737,            -0.37693,             0.00001
             2.74502,           100.42368,           115.78748,            -0.38759,             0.00002
             2.75002,           100.00037,           115.78739,            -0.39828,             0.00001
             2.75502,           100.00040,           115.78748,            -0.39828,             0.00002
             2.76002,           100.00035,           115.78745,            -0.39828,             0.00002
             2.76502,           100.00042,           115.78750,            -0.39828,             0.00002
             2.77002,           100.00032,           115.78753,            -0.39828,             0.00001
             2.77502,           100.00035,           115.78750,            -0.39828,             0.00001
             2.78002,           100.00038,           115.78760,            -0.39828,             0.00001
             2.78502,           100.00035,           115.78763,            -0.39828,             0.00001
             2.79002,           100.00037,           115.78757,            -0.39828,             0.00001
             2.79502,           100.00038,           115.78765,            -0.39828,             0.00001
             2.80002,           100.00040,           115.78761,            -0.39828,             0.00001
             2.80502,           100.00039,           115.78767,            -0.39828,             0.00001
             2.81002,           100.00031,           115.78757,            -0.39828,             0.00001
             2.81502,           100.00040,           115.78780,            -0.39828,             0.00002
             2.82002,           100.00031,           115.78773,            -0.39828,             0.00001
             2.82502,           100.00031,           115.78781,            -0.39828,             0.00002
             2.83002,           100.00034,           115.78775,            -0.39828,             0.00001
             2.83502,           100.00030,           115.78775,            -0.39828,             0.00001
             2.84002,           100.00045,           115.78787,            -0.39828,             0.00002
             2.84502,           100.00039,           115.78770,            -0.39827,             0.00001
             2.85002,           100.00031,           115.78795,            -0.39827,             0.00001
             2.85502,           100.00038,           115.42148,            -0.39827,            -0.00923
             2.86002,           100.00040,           115.05372,            -0.39828,            -0.01851
             2.86502,           100.00029,           114.68425,            -0.39828,            -0.02783
             2.87002,           100.00046,           114.31413,            -0.39828,            -0.03717
             2.87502,           100.00038,           113.94203,            -0.39828,            -0.04656
             2.88002,           100.00031,           113.56835,            -0.39828,            -0.05599
             2.88502,           100.00038,           113.19405,            -0.39828,            -0.06544
             2.89002,           100.00034,           112.81741,            -0.39828,            -0.07494
             2.89502,           100.00039,           112.43955,            -0.39828,            -0.08447
             2.90002,           100.00038,           112.06071,            -0.39828,            -0.09403
             2.90502,           100.00045,           111.67981,            -0.39828,            -0.10364
             2.91002,           100.00038,           111.29767,            -0.39828,            -0.11328
             2.91502,           100.00040,           110.91447,            -0.39828,            -0.12295
             2.92002,           100.00039,           110.52992,            -0.39828,            -0.13265
             2.92502,           100.00038,           110.14317,            -0.39828,            -0.14241
             2.93002,           100.00041,           109.75581,            -0.39828,            -0.15219
             2.93502,           100.00038,           109.36637,            -0.39827,            -0.16201
             2.94002,           100.00026,           108.97555,            -0.39828,            -0.17188
             2.94502,           100.00048,           108.58347,            -0.39828,            -0.18177
             2.95002,           100.00053,           108.19008,            -0.39828,            -0.19169
             2.95502,           100.00046,           107.79501,            -0.39828,            -0.20166
             2.96002,           100.00034,           107.39839,            -0.39828,            -0.21167
             2.96502,           100.00042,           107.00031,            -0.39828,            -0.22172
             2.97002,           100.00036,           106.60096,            -0.39828,            -0.23179
             2.97502,           100.00041,           106.19992,            -0.39828,            -0.24191
             2.98002,           100.00045,           105.79747,            -0.39828,            -0.25207
             2.98502,           100.00045,           105.39296,            -0.39828,            -0.26227
             2.99002,           100.00047,           104.98775,            -0.39828,            -0.27250
             2.99502,           100.00046,           104.58076,            -0.39828,            -0.28276
             3.00002,           100.00032,           104.17212,            -0.39828,            -0.29307
             3.00502,           100.00038,           103.76224,            -0.39828,            -0.30342
             3.01002,           100.00038,           103.35053,            -0.39828,            -0.31380
             3.01502,           100.00043,           102.93696,            -0.39828,            -0.32424
             3.02002,           100.00039,           102.52297,            -0.39828,            -0.33469
             3.02502,           100.00037,           102.10655,            -0.39827,            -0.34519
             3.03002,           100.00048,           101.68848,            -0.39828,            -0.35574
             3.03502,           100.00040,           101.26976,            -0.39827,            -0.36631
             3.04002,           100.00038,           100.84868,            -0.39827,            -0.37693
             3.04502,           100.00038,           100.42618,            -0.39828,            -0.38759
             3.05002,           100.00026,           100.00267,            -0.39828,            -0.39827
             3.05502,           100.00037,           100.00265,            -0.39828,            -0.39828
             3.06002,           100.00041,           100.00269,            -0.39827,            -0.39828
             3.06502,           100.00031,           100.00278,            -0.39827,            -0.39828
             3.07002,           100.00041,           100.00267,            -0.39828,            -0.39828
             3.07502,           100.00037,           100.00258,            -0.39828,            -0.39828
             3.08002,           100.00036,           100.00272,            -0.39828,            -0.39828
             3.08502,           100.00037,           100.00275,            -0.39828,            -0.39828
             3.09002,           100.00032,           100.00268,            -0.39828,            -0.39827
             3.09502,           100.00038,           100.00272,            -0.39828,            -0.39828
             3.10002,           100.00042,           100.00266,            -0.39827,            -0.39827
             3.10502,           100.00039,           100.00269,            -0.39828,            -0.39827
             3.11002,           100.00031,           100.00256,            -0.39827,            -0.39828
             3.11502,           100.00037,           100.00280,            -0.39828,            -0.39828
             3.12002,           100.00042,           100.00264,            -0.39828,            -0.39828
             3.12502,           100.00042,           100.00274,            -0.39828,            -0.39828
             3.13002,           100.00029,           100.00269,            -0.39828,            -0.39828
             3.13502,           100.00043,           100.00266,            -0.39827,            -0.39828
             3.14002,           100.00048,           100.00284,            -0.39827,            -0.39828
             3.14502,           100.00034,           100.00275,            -0.39827,            -0.39827
             3.15002,           100.00051,           100.00281,            -0.39827,            -0.39828
             3.15502,           100.00040,            99.63639,            -0.39827,            -0.38903
             3.16002,           100.00045,            99.26857,            -0.39828,            -0.37975
             3.16502,           100.00037,            98.89927,            -0.39827,            -0.37044
             3.17003,           100.00031,            98.52914,            -0.39827,            -0.36109
             3.17503,           100.00035,            98.15686,            -0.39828,            -0.35170
             3.18003,           100.00038,            97.78323,            -0.39827,            -0.34228
             3.18503,           100.00038,            97.40896,            -0.39828,            -0.33283
             3.19003,           100.00038,            97.03226,            -0.39827,            -0.32333
             3.19503,           100.00034,            96.65459,            -0.39827,            -0.31380
             3.20003,           100.00043,            96.27560,            -0.39828,            -0.30424
             3.20503,           100.00030,            95.89470,            -0.39827,            -0.29462
             3.21003,           100.00041,            95.51259,            -0.39827,            -0.28499
             3.21503,           100.00037,            95.12943,            -0.39828,            -0.27532
             3.22003,           100.00029,            94.74482,            -0.39827,            -0.26561
             3.22503,           100.00035,            94.35817,            -0.39827,            -0.25586
             3.23003,           100.00039,            93.97076,            -0.39828,            -0.24608
             3.23503,           100.00030,            93.58134,            -0.39827,            -0.23625
             3.24003,           100.00038,            93.19046,            -0.39828,            -0.22640
             3.24503,           100.00043,            92.79852,            -0.39827,            -0.21650
             3.25003,           100.00028,            92.40510,            -0.39827,            -0.20658
             3.25503,           100.00032,            92.01009,            -0.39827,            -0.19661
             3.26003,           100.00035,            91.61340,            -0.39828,            -0.18661
             3.26503,           100.00048,            91.21528,            -0.39827,            -0.17656
             3.27003,           100.00051,            90.81596,            -0.39827,            -0.16649
             3.27503,           100.00028,            90.41501,            -0.39827,            -0.15637
             3.28003,           100.00041,            90.01238,            -0.39828,            -0.14621
             3.28503,           100.00024,            89.60815,            -0.39827,            -0.13601
             3.29003,           100.00038,            89.20281,            -0.39827,            -0.12579
             3.29503,           100.00032,            88.79578,            -0.39827,            -0.11552
             3.30003,           100.00027,            88.38728,            -0.39827,            -0.10521
             3.30503,           100.00048,            87.97723,            -0.39827,            -0.09487
             3.31003,           100.00041,            87.56553,            -0.39827,            -0.08448
             3.31503,           100.00033,            87.15211,            -0.39827,            -0.07405
             3.32003,           100.00045,            86.73803,            -0.39827,            -0.06360
             3.32503,           100.00037,            86.32156,            -0.39827,            -0.05309
             3.33003,           100.00031,            85.90359,            -0.39827,            -0.04255
             3.33503,           100.00051,            85.48479,            -0.39827,            -0.03198
             3.34003,           100.00035,            85.06385,            -0.39827,            -0.02136
             3.34503,           100.00045,            84.64127,            -0.39827,            -0.01070
             3.35003,           100.00038,            84.21771,            -0.39827,            -0.00001
             3.35503,           100.00049,            84.21764,            -0.39827,            -0.00001
             3.36003,           100.00041,            84.21778,            -0.39827,            -0.00001
             3.36503,           100.00043,            84.21774,            -0.39828,            -0.00001
             3.37003,           100.00032,            84.21770,            -0.39828,            -0.00001
             3.37503,           100.00038,            84.21757,            -0.39827,            -0.00001
             3.38003,           100.00038,            84.21766,            -0.39828,            -0.00002
             3.38503,           100.00056,            84.21760,            -0.39827,            -0.00002
             3.39003,           100.00038,            84.21759,            -0.39827,            -0.00002
             3.39503,           100.00046,            84.21761,            -0.39827,            -0.00002
             3.40003,           100.00041,            84.21768,            -0.39827,            -0.00001
             3.40503,           100.00029,            84.21760,            -0.39827,            -0.00001
             3.41003,           100.00032,            84.21744,            -0.39827,            -0.00001
             3.41503,           100.00049,            84.21754,            -0.39827,            -0.00002
             3.42003,           100.00037,            84.21749,            -0.39827,            -0.00001
             3.42503,           100.00047,            84.21748,            -0.39827,            -0.00001
             3.43003,           100.00041,            84.21737,            -0.39827,            -0.00002
             3.43503,           100.00032,            84.21750,            -0.39827,            -0.00001
             3.44003,           100.00048,            84.21756,            -0.39827,            -0.00001
             3.44503,           100.00029,            84.21754,            -0.39827,            -0.00002
             3.45003,           100.00051,            84.21753,            -0.39827,            -0.00001
             3.45503,            99.63393,            84.21748,            -0.38903,            -0.00002
             3.46003,            99.26630,            84.21743,            -0.37975,            -0.00001
             3.46503,            98.89719,            84.21737,            -0.37044,            -0.00001
             3.47003,            98.52677,            84.21741,            -0.36109,            -0.00002
             3.47503,            98.15473,            84.21726,            -0.35170,            -0.00001
             3.48003,            97.78141,            84.21728,            -0.34229,            -0.00001
             3.48503,            97.40696,            84.21728,            -0.33284,            -0.00002
             3.49003,            97.03018,            84.21731,            -0.32333,            -0.00001
             3.49503,            96.65282,            84.21729,            -0.31381,            -0.00002
             3.50003,            96.27385,            84.21722,            -0.30425,            -0.00001
             3.50503,            95.89272,            84.21722,            -0.29463,            -0.00002
             3.51003,            95.51107,            84.21724,            -0.28500,            -0.00001
             3.51503,            95.12770,            84.21712,            -0.27533,            -0.00001
             3.52003,            94.74300,            84.21712,            -0.26562,            -0.00001
             3.52503,            94.35658,            84.21715,            -0.25588,            -0.00002
             3.53003,            93.96918,            84.21708,            -0.24610,            -0.00002
             3.53503,            93.57960,            84.21718,            -0.23627,            -0.00002
             3.54003,            93.18906,            84.21702,            -0.22642,            -0.00001
             3.54503,            92.79702,            84.21717,            -0.21652,            -0.00001
             3.55003,            92.40326,            84.21711,            -0.20660,            -0.00002
             3.55503,            92.37519,            84.21712,            -0.18739,            -0.00002
             3.56003,            92.34607,            84.21696,            -0.16811,            -0.00002
             3.56503,            92.31675,            84.21712,            -0.14875,            -0.00001
             3.57003,            92.28841,            84.21701,            -0.12933,            -0.00001
             3.57503,            92.25948,            84.21690,            -0.10983,            -0.00001
             3.58003,            92.22977,            84.21696,            -0.09025,            -0.00002
             3.58503,            92.20029,            84.21691,            -0.07061,            -0.00001
             3.59003,            92.17166,            84.21693,            -0.05087,            -0.00001
             3.59503,            92.14178,            84.21692,            -0.03108,            -0.00001
             3.60003,            92.11272,            84.21680,            -0.01122,            -0.00001
             3.60504,            92.08367,            84.21686,             0.00875,            -0.00001
             3.61004,            92.05350,            84.21686,             0.02877,            -0.00001
             3.61504,            92.02351,            84.21677,             0.04886,            -0.00002
             3.62004,            91.99410,            84.21681,             0.06902,            -0.00001
             3.62504,            91.96387,            84.21680,             0.08928,            -0.00001
             3.63004,            91.93357,            84.21670,             0.10959,            -0.00001
             3.63504,            91.90423,            84.21685,             0.12999,            -0.00001
             3.64004,            91.87366,            84.21678,             0.15046,            -0.00002
             3.64504,            91.84343,            84.21669,             0.17102,            -0.00001
             3.65004,            91.81335,            84.21667,             0.19164,            -0.00001
             3.65504,            92.20779,            84.21675,             0.20160,            -0.00001
             3.66004,            92.60471,            84.21667,             0.21160,            -0.00002
             3.66504,            93.00308,            84.21661,             0.22165,            -0.00001
             3.67004,            93.40189,            84.21653,             0.23172,            -0.00002
             3.67504,            93.80290,            84.21657,             0.24183,            -0.00001
             3.68004,            94.20577,            84.21647,             0.25200,            -0.00001
             3.68504,            94.60970,            84.21661,             0.26219,            -0.00001
             3.69004,            95.01517,            84.21648,             0.27242,            -0.00001
             3.69504,            95.42231,            84.21658,             0.28269,            -0.00001
             3.70004,            95.83036,            84.21664,             0.29299,            -0.00001
             3.70504,            96.24055,            84.21644,             0.30334,            -0.00001
             3.71004,            96.65215,            84.21642,             0.31373,            -0.00001
             3.71504,            97.06548,            84.21648,             0.32415,            -0.00001
             3.72004,            97.47961,            84.21640,             0.33460,            -0.00001
             3.72504,            97.89609,            84.21644,             0.34511,            -0.00001
             3.73004,            98.31391,            84.21631,             0.35565,            -0.00001
             3.73504,            98.73277,            84.21634,             0.36622,            -0.00002
             3.74004,            99.15374,            84.21644,             0.37684,            -0.00002
             3.74504,            99.57629,            84.21626,             0.38750,            -0.00002
             3.75004,            99.99979,            84.21644,             0.39819,            -0.00002
             3.75504,            99.99992,            84.21629,             0.39819,            -0.00002
             3.76004,            99.99968,            84.21622,             0.39818,            -0.00002
             3.76504,            99.99957,            84.21622,             0.39818,            -0.00002
             3.77004,            99.99974,            84.21622,             0.39818,            -0.00001
             3.77504,            99.99966,            84.21627,             0.39819,            -0.00001
             3.78004,            99.99960,            84.21616,             0.39818,            -0.00001
             3.78504,            99.99966,            84.21609,             0.39818,            -0.00001
             3.79004,            99.99966,            84.21619,             0.39818,            -0.00001
             3.79504,            99.99963,            84.21609,             0.39818,            -0.00001
             3.80004,            99.99957,            84.21619,             0.39818,            -0.00001
             3.80504,            99.99961,            84.21612,             0.39818,            -0.00001
             3.81004,            99.99971,            84.21618,             0.39819,            -0.00001
             3.81504,            99.99957,            84.21594,             0.39818,            -0.00001
             3.82004,            99.99963,            84.21603,             0.39818,            -0.00001
             3.82504,            99.99968,            84.21597,             0.39818,            -0.00002
             3.83004,            99.99965,            84.21597,             0.39818,            -0.00001
             3.83504,            99.99972,            84.21602,             0.39818,            -0.00001
             3.84004,            99.99957,            84.21587,             0.39818,            -0.00002
             3.84504,            99.99956,            84.21603,             0.39818,            -0.00001
             3.85004,            99.99971,            84.21581,             0.39818,            -0.00002
             3.85504,            99.99966,            84.58221,             0.39818,             0.00923
             3.86004,            99.99958,            84.94973,             0.39818,             0.01850
             3.86504,            99.99974,            85.31900,             0.39818,             0.02782
             3.87004,            99.99955,            85.68954,             0.39818,             0.03717
             3.87504,            99.99961,            86.06136,             0.39818,             0.04655
             3.88004,            99.99967,            86.43457,             0.39818,             0.05597
             3.88504,            99.99962,            86.80913,             0.39818,             0.06542
             3.89004,            99.99959,            87.18578,             0.39818,             0.07492
             3.89504,            99.99961,            87.56316,             0.39818,             0.08444
             3.90004,            99.99959,            87.94219,             0.39818,             0.09401
             3.90504,            99.99957,            88.32317,             0.39818,             0.10362
             3.91004,            99.99962,            88.70492,             0.39818,             0.11325
             3.91504,            99.99962,            89.08816,             0.39818,             0.12293
             3.92004,            99.99960,            89.47266,             0.39818,             0.13262
             3.92504,            99.99963,            89.85905,             0.39818,             0.14237
             3.93004,            99.99959,            90.24662,             0.39818,             0.15216
             3.93504,            99.99963,            90.63602,             0.39818,             0.16198
             3.94004,            99.99974,            91.02631,             0.39818,             0.17183
             3.94504,            99.99953,            91.41868,             0.39818,             0.18173
             3.95004,            99.99945,            91.81215,             0.39818,             0.19165
             3.95504,            99.99952,            92.20663,             0.39818,             0.20161
             3.96004,            99.99967,            92.60347,             0.39818,             0.21162
             3.96504,            99.99947,            93.00157,             0.39818,             0.22167
             3.97004,            99.99962,            93.40031,             0.39818,             0.23173
             3.97504,            99.99955,            93.80161,             0.39818,             0.24185
             3.98004,            99.99952,            94.20394,             0.39818,             0.25201
             3.98504,            99.99952,            94.60816,             0.39818,             0.26220
             3.99004,            99.99956,            95.01368,             0.39818,             0.27244
             3.99504,            99.99955,            95.42048,             0.39818,             0.28270
             4.00004,            99.99970,            95.82867,             0.39818,             0.29300
             4.00504,            99.99959,            96.23888,             0.39818,             0.30335
             4.01004,            99.99953,            96.65018,             0.39818,             0.31373
             4.01504,            99.99959,            97.06362,             0.39818,             0.32416
             4.02004,            99.99965,            97.47784,             0.39818,             0.33461
             4.02504,            99.99962,            97.89397,             0.39818,             0.34511
             4.03004,            99.99956,            98.31188,             0.39818,             0.35565
             4.03504,            99.99962,            98.73061,             0.39818,             0.36622
             4.04004,            99.99958,            99.15137,             0.39818,             0.37684
             4.04504,            99.99961,            99.57401,             0.39818,             0.38750
             4.05005,            99.99976,            99.99746,             0.39818,             0.39818
             4.05505,            99.99961,            99.99740,             0.39818,             0.39818
             4.06005,            99.99959,            99.99722,             0.39818,             0.39818
             4.06505,            99.99971,            99.99722,             0.39818,             0.39818
             4.07005,            99.99959,            99.99734,             0.39818,             0.39818
             4.07505,            99.99965,            99.99745,             0.39818,             0.39818
             4.08005,            99.99968,            99.99728,             0.39818,             0.39818
             4.08505,            99.99963,            99.99730,             0.39818,             0.39818
             4.09005,            99.99968,            99.99733,             0.39818,             0.39818
             4.09505,            99.99965,            99.99725,             0.39818,             0.39818
             4.10005,            99.99959,            99.99736,             0.39818,             0.39818
             4.10505,            99.99964,            99.99731,             0.39818,             0.39818
             4.11005,            99.99972,            99.99744,             0.39818,             0.39818
             4.11505,            99.99956,            99.99722,             0.39818,             0.39818
             4.12005,            99.99954,            99.99738,             0.39818,             0.39818
             4.12505,            99.99959,            99.99726,             0.39818,             0.39818
             4.13005,            99.99967,            99.99734,             0.39818,             0.39818
             4.13505,            99.99957,            99.99735,             0.39818,             0.39818
             4.14005,            99.99956,            99.99721,             0.39818,             0.39818
             4.14505,            99.99962,            99.99723,             0.39818,             0.39818
             4.15005,            99.99951,            99.99715,             0.39818,             0.39818
             4.15505,            99.99961,           100.36344,             0.39818,             0.38894
             4.16005,            99.99957,           100.73106,             0.39818,             0.37967
             4.16505,            99.99965,           101.10041,             0.39818,             0.37035
             4.17005,            99.99971,           101.47081,             0.39818,             0.36100
             4.17505,            99.99966,           101.84271,             0.39818,             0.35162
             4.18005,            99.99961,           102.21602,             0.39818,             0.34220
             4.18505,            99.99965,           102.59048,             0.39818,             0.33275
             4.19005,            99.99962,           102.96698,             0.39818,             0.32325
             4.19505,            99.99965,           103.34451,             0.39818,             0.31373
             4.20005,            99.99955,           103.72363,             0.39818,             0.30416
             4.20505,            99.99966,           104.10432,             0.39818,             0.29455
             4.21005,            99.99963,           104.48631,             0.39818,             0.28492
             4.21505,            99.99963,           104.86961,             0.39818,             0.27525
             4.22005,            99.99977,           105.25386,             0.39818,             0.26555
             4.22505,            99.99963,           105.64038,             0.39818,             0.25580
             4.23005,            99.99963,           106.02802,             0.39818,             0.24602
             4.23505,            99.99968,           106.41715,             0.39818,             0.23620
             4.24005,            99.99961,           106.80774,             0.39818,             0.22635
             4.24505,            99.99960,           107.19999,             0.39818,             0.21645
             4.25005,            99.99968,           107.59321,             0.39818,             0.20652
             4.25505,            99.99968,           107.98775,             0.39818,             0.19657
             4.26005,            99.99962,           108.38488,             0.39818,             0.18656
             4.26505,            99.99955,           108.78271,             0.39818,             0.17651
             4.27005,            99.99946,           109.18172,             0.39818,             0.16645
             4.27505,            99.99968,           109.58287,             0.39818,             0.15633
             4.28005,            99.99956,           109.98514,             0.39818,             0.14618
             4.28505,            99.99976,           110.38927,             0.39818,             0.13598
             4.29005,            99.99959,           110.79494,             0.39818,             0.12575
             4.29505,            99.99967,           111.20151,             0.39818,             0.11549
             4.30005,            99.99974,           111.60986,             0.39818,             0.10519
             4.30505,            99.99953,           112.02016,             0.39818,             0.09484
             4.31005,            99.99959,           112.43129,             0.39818,             0.08446
             4.31505,            99.99972,           112.84483,             0.39818,             0.07403
             4.32005,            99.99953,           113.25908,             0.39818,             0.06358
             4.32505,            99.99965,           113.67503,             0.39818,             0.05308
             4.33005,            99.99968,           114.09315,             0.39818,             0.04254
             4.33505,            99.99947,           114.51178,             0.39818,             0.03197
             4.34005,            99.99966,           114.93245,             0.39818,             0.02135
             4.34505,            99.99961,           115.35531,             0.39818,             0.01069
             4.35005,            99.99960,           115.77859,             0.39818,             0.00001
             4.35505,            99.99955,           115.77847,             0.39818,             0.00001
             4.36005,            99.99959,           115.77843,             0.39818,             0.00001
             4.36505,            99.99953,           115.77853,             0.39818,             0.00001
             4.37005,            99.99971,           115.77858,             0.39818,             0.00001
             4.37505,            99.99967,           115.77868,             0.39818,             0.00001
             4.38005,            99.99965,           115.77863,             0.39818,             0.00002
             4.38505,            99.99947,           115.77868,             0.39818,             0.00002
             4.39005,            99.99967,           115.77863,             0.39818,             0.00002
             4.39505,            99.99953,           115.77863,             0.39818,             0.00002
             4.40005,            99.99962,           115.77859,             0.39817,             0.00001
             4.40505,            99.99968,           115.77866,             0.39818,             0.00002
             4.41005,            99.99966,           115.77888,             0.39818,             0.00001
             4.41505,            99.99952,           115.77866,             0.39818,             0.00002
             4.42005,            99.99963,           115.77880,             0.39818,             0.00001
             4.42505,            99.99955,           115.77877,             0.39818,             0.00001
             4.43005,            99.99959,           115.77888,             0.39818,             0.00002
             4.43505,            99.99972,           115.77876,             0.39818,             0.00001
             4.44005,            99.99953,           115.77876,             0.39818,             0.00001
             4.44505,            99.99969,           115.77871,             0.39818,             0.00002
             4.45005,            99.99948,           115.77873,             0.39818,             0.00001
             4.45505,           100.36565,           115.77885,             0.38894,             0.00001
             4.46005,           100.73340,           115.77880,             0.37967,             0.00001
             4.46505,           101.10275,           115.77893,             0.37035,             0.00001
             4.47005,           101.47287,           115.77888,             0.36101,             0.00002
             4.47505,           101.84448,           115.77908,             0.35163,             0.00001
             4.48005,           102.21819,           115.77898,             0.34220,             0.00001
             4.48505,           102.59241,           115.77905,             0.33276,             0.00001
             4.49006,           102.96876,           115.77895,             0.32326,             0.00001
             4.49506,           103.34653,           115.77905,             0.31373,             0.00001
             4.50006,           103.72538,           115.77900,             0.30417,             0.00001
             4.50506,           104.10602,           115.77905,             0.29457,             0.00001
             4.51006,           104.48813,           115.77909,             0.28493,             0.00001
