Ê±¼ä,Q1,Q2,Q3,QT1,QT2,,0.05,,,,,
1.115,0.00071,0.00028,0,0.00072,0.00005,,,0.361600031,0.142602829,0,0.366692989,0.025464791
1.12,0.00071,0.00031,0,0.00072,0.00007,,,0.361600031,0.157881704,0,0.366692989,0.035650707
1.125,0.00071,0.00035,0,0.00072,0.0001,,,0.361600031,0.178253536,0,0.366692989,0.050929582
1.13,0.00072,0.00039,0,0.00072,0.00012,,,0.366692989,0.198625369,0,0.366692989,0.061115498
1.135,0.00072,0.00043,0,0.00072,0.00015,,,0.366692989,0.218997202,0,0.366692989,0.076394373
1.14,0.00072,0.00047,0,0.00072,0.00018,,,0.366692989,0.239369034,0,0.366692989,0.091673247
1.145,0.00072,0.00051,0.00001,0.00072,0.00021,,,0.366692989,0.259740867,0.005092958,0.366692989,0.106952122
1.15,0.00072,0.00056,0.00003,0.00072,0.00024,,,0.366692989,0.285205658,0.015278875,0.366692989,0.122230996
1.155,0.00072,0.00061,0.00005,0.00072,0.00028,,,0.366692989,0.310670449,0.025464791,0.366692989,0.142602829
1.16,0.00072,0.00067,0.00007,0.00072,0.00031,,,0.366692989,0.341228198,0.035650707,0.366692989,0.157881704
1.165,0.00072,0.00069,0.0001,0.00073,0.00035,,,0.366692989,0.351414114,0.050929582,0.371785947,0.178253536
1.17,0.00072,0.00069,0.00012,0.00073,0.00039,,,0.366692989,0.351414114,0.061115498,0.371785947,0.198625369
1.175,0.00072,0.0007,0.00015,0.00073,0.00043,,,0.366692989,0.356507073,0.076394373,0.371785947,0.218997202
1.18,0.00073,0.0007,0.00018,0.00073,0.00047,,,0.371785947,0.356507073,0.091673247,0.371785947,0.239369034
1.185,0.00073,0.00071,0.00021,0.00073,0.00051,,,0.371785947,0.361600031,0.106952122,0.371785947,0.259740867
1.19,0.00073,0.00071,0.00025,0.00073,0.00055,,,0.371785947,0.361600031,0.127323954,0.371785947,0.2801127
1.195,0.00073,0.00071,0.00028,0.00073,0.00061,,,0.371785947,0.361600031,0.142602829,0.371785947,0.310670449
1.2,0.00073,0.00071,0.00031,0.00073,0.00066,,,0.371785947,0.361600031,0.157881704,0.371785947,0.33613524
1.205,0.00073,0.00072,0.00035,0.00073,0.00068,,,0.371785947,0.366692989,0.178253536,0.371785947,0.346321156
1.21,0.00073,0.00072,0.00039,0.00073,0.00069,,,0.371785947,0.366692989,0.198625369,0.371785947,0.351414114
1.215,0.00073,0.00072,0.00043,0.00073,0.0007,,,0.371785947,0.366692989,0.218997202,0.371785947,0.356507073
1.22,0.00073,0.00072,0.00047,0.00073,0.0007,,,0.371785947,0.366692989,0.239369034,0.371785947,0.356507073
1.225,0.00073,0.00072,0.00051,0.00073,0.00071,,,0.371785947,0.366692989,0.259740867,0.371785947,0.361600031
1.23,0.00073,0.00072,0.00055,0.00073,0.00071,,,0.371785947,0.366692989,0.2801127,0.371785947,0.361600031
1.235,0.00073,0.00072,0.00061,0.00073,0.00071,,,0.371785947,0.366692989,0.310670449,0.371785947,0.361600031
1.24,0.00073,0.00072,0.00066,0.00073,0.00071,,,0.371785947,0.366692989,0.33613524,0.371785947,0.361600031
1.245,0.00073,0.00072,0.00068,0.00073,0.00072,,,0.371785947,0.366692989,0.346321156,0.371785947,0.366692989
1.25,0.00073,0.00073,0.00069,0.00073,0.00072,,,0.371785947,0.371785947,0.351414114,0.371785947,0.366692989
1.255,0.00073,0.00073,0.0007,0.00073,0.00072,,,0.371785947,0.371785947,0.356507073,0.371785947,0.366692989
1.26,0.00073,0.00073,0.0007,0.00073,0.00072,,,0.371785947,0.371785947,0.356507073,0.371785947,0.366692989
1.265,0.00073,0.00073,0.00069,0.00074,0.00072,,,0.371785947,0.371785947,0.351414114,0.376878905,0.366692989
1.27,0.00073,0.00073,0.00068,0.00074,0.00072,,,0.371785947,0.371785947,0.346321156,0.376878905,0.366692989
1.275,0.00074,0.00073,0.00066,0.00074,0.00072,,,0.376878905,0.371785947,0.33613524,0.376878905,0.366692989
1.28,0.00074,0.00073,0.00064,0.00074,0.00072,,,0.376878905,0.371785947,0.325949323,0.376878905,0.366692989
1.285,0.00074,0.00073,0.00062,0.00074,0.00072,,,0.376878905,0.371785947,0.315763407,0.376878905,0.366692989
1.29,0.00074,0.00073,0.00059,0.00074,0.00073,,,0.376878905,0.371785947,0.300484533,0.376878905,0.371785947
1.295,0.00074,0.00073,0.00057,0.00074,0.00073,,,0.376878905,0.371785947,0.290298616,0.376878905,0.371785947
1.3,0.00074,0.00073,0.00054,0.00074,0.00073,,,0.376878905,0.371785947,0.275019742,0.376878905,0.371785947
1.305,0.00074,0.00073,0.00051,0.00074,0.00072,,,0.376878905,0.371785947,0.259740867,0.376878905,0.366692989
1.31,0.00074,0.00073,0.00048,0.00074,0.0007,,,0.376878905,0.371785947,0.244461993,0.376878905,0.356507073
1.315,0.00074,0.00073,0.00045,0.00074,0.00068,,,0.376878905,0.371785947,0.229183118,0.376878905,0.346321156
1.32,0.00074,0.00073,0.00042,0.00074,0.00066,,,0.376878905,0.371785947,0.213904244,0.376878905,0.33613524
1.325,0.00074,0.00073,0.00038,0.00074,0.00063,,,0.376878905,0.371785947,0.193532411,0.376878905,0.320856365
1.33,0.00074,0.00073,0.00034,0.00074,0.00061,,,0.376878905,0.371785947,0.173160578,0.376878905,0.310670449
1.335,0.00074,0.00074,0.00031,0.00074,0.00058,,,0.376878905,0.376878905,0.157881704,0.376878905,0.295391574
1.34,0.00074,0.00074,0.00027,0.00074,0.00055,,,0.376878905,0.376878905,0.137509871,0.376878905,0.2801127
1.345,0.00074,0.00072,0.00023,0.00074,0.00053,,,0.376878905,0.366692989,0.117138038,0.376878905,0.269926783
1.35,0.00074,0.00071,0.00019,0.00074,0.00049,,,0.376878905,0.361600031,0.096766205,0.376878905,0.249554951
1.355,0.00074,0.00069,0.00014,0.00074,0.00046,,,0.376878905,0.351414114,0.071301415,0.376878905,0.234276076
1.36,0.00074,0.00066,0.00008,0.00074,0.00043,,,0.376878905,0.33613524,0.040743665,0.376878905,0.218997202
1.365,0.00074,0.00064,0.00006,0.00074,0.00039,,,0.376878905,0.325949323,0.030557749,0.376878905,0.198625369
1.37,0.00074,0.00062,0.00005,0.00074,0.00036,,,0.376878905,0.315763407,0.025464791,0.376878905,0.183346494
1.375,0.00074,0.00059,0.00004,0.00074,0.00032,,,0.376878905,0.300484533,0.020371833,0.376878905,0.162974662
1.38,0.00074,0.00056,0.00004,0.00074,0.00028,,,0.376878905,0.285205658,0.020371833,0.376878905,0.142602829
1.385,0.00074,0.00053,0.00003,0.00074,0.00024,,,0.376878905,0.269926783,0.015278875,0.376878905,0.122230996
1.39,0.00074,0.0005,0.00003,0.00074,0.0002,,,0.376878905,0.254647909,0.015278875,0.376878905,0.101859164
1.395,0.00074,0.00047,0.00003,0.00074,0.00015,,,0.376878905,0.239369034,0.015278875,0.376878905,0.076394373
1.4,0.00074,0.00044,0.00003,0.00074,0.00009,,,0.376878905,0.22409016,0.015278875,0.376878905,0.045836624
1.405,0.00074,0.0004,0.00003,0.00074,0.00007,,,0.376878905,0.203718327,0.015278875,0.376878905,0.035650707
1.41,0.00074,0.00037,0.00002,0.00074,0.00006,,,0.376878905,0.188439453,0.010185916,0.376878905,0.030557749
1.415,0.00074,0.00033,0.00002,0.00074,0.00005,,,0.376878905,0.16806762,0.010185916,0.376878905,0.025464791
1.42,0.00074,0.00029,0.00002,0.00074,0.00005,,,0.376878905,0.147695787,0.010185916,0.376878905,0.025464791
1.425,0.00073,0.00025,0.00002,0.00074,0.00004,,,0.371785947,0.127323954,0.010185916,0.376878905,0.020371833
1.43,0.00072,0.00021,0.00002,0.00074,0.00004,,,0.366692989,0.106952122,0.010185916,0.376878905,0.020371833
1.435,0.00069,0.00016,0.00002,0.00074,0.00004,,,0.351414114,0.081487331,0.010185916,0.376878905,0.020371833
1.44,0.00067,0.0001,0.00002,0.00074,0.00004,,,0.341228198,0.050929582,0.010185916,0.376878905,0.020371833
1.445,0.00065,0.00008,0.00002,0.00075,0.00003,,,0.331042282,0.040743665,0.010185916,0.381971863,0.015278875
1.45,0.00063,0.00006,0.00002,0.00075,0.00003,,,0.320856365,0.030557749,0.010185916,0.381971863,0.015278875
1.455,0.0006,0.00006,0.00002,0.00073,0.00003,,,0.305577491,0.030557749,0.010185916,0.371785947,0.015278875
1.46,0.00057,0.00005,0.00002,0.00072,0.00003,,,0.290298616,0.025464791,0.010185916,0.366692989,0.015278875
1.465,0.00055,0.00005,0.00002,0.0007,0.00003,,,0.2801127,0.025464791,0.010185916,0.356507073,0.015278875
1.47,0.00051,0.00005,0.00002,0.00068,0.00003,,,0.259740867,0.025464791,0.010185916,0.346321156,0.015278875
1.475,0.00048,0.00004,0.00001,0.00065,0.00003,,,0.244461993,0.020371833,0.005092958,0.331042282,0.015278875
1.48,0.00045,0.00004,0.00001,0.00063,0.00003,,,0.229183118,0.020371833,0.005092958,0.320856365,0.015278875
1.485,0.00042,0.00004,0.00001,0.0006,0.00002,,,0.213904244,0.020371833,0.005092958,0.305577491,0.010185916
1.49,0.00038,0.00004,0.00001,0.00058,0.00002,,,0.193532411,0.020371833,0.005092958,0.295391574,0.010185916
1.495,0.00034,0.00004,0.00001,0.00055,0.00002,,,0.173160578,0.020371833,0.005092958,0.2801127,0.010185916
1.5,0.0003,0.00004,0.00001,0.00052,0.00002,,,0.152788745,0.020371833,0.005092958,0.264833825,0.010185916
1.505,0.00026,0.00003,0.00001,0.00049,0.00002,,,0.132416913,0.015278875,0.005092958,0.249554951,0.010185916
1.51,0.00022,0.00003,0.00001,0.00045,0.00002,,,0.11204508,0.015278875,0.005092958,0.229183118,0.010185916
1.515,0.00017,0.00003,0.00001,0.00042,0.00002,,,0.086580289,0.015278875,0.005092958,0.213904244,0.010185916
1.52,0.00012,0.00003,0.00001,0.00038,0.00002,,,0.061115498,0.015278875,0.005092958,0.193532411,0.010185916
1.525,0.00009,0.00003,0.00001,0.00035,0.00002,,,0.045836624,0.015278875,0.005092958,0.178253536,0.010185916
1.53,0.00008,0.00003,0.00001,0.00031,0.00002,,,0.040743665,0.015278875,0.005092958,0.157881704,0.010185916
1.535,0.00007,0.00003,0.00001,0.00027,0.00002,,,0.035650707,0.015278875,0.005092958,0.137509871,0.010185916
1.54,0.00006,0.00003,0.00001,0.00023,0.00002,,,0.030557749,0.015278875,0.005092958,0.117138038,0.010185916
1.545,0.00006,0.00003,0.00001,0.00018,0.00002,,,0.030557749,0.015278875,0.005092958,0.091673247,0.010185916
1.55,0.00006,0.00003,0.00001,0.00012,0.00002,,,0.030557749,0.015278875,0.005092958,0.061115498,0.010185916
1.555,0.00005,0.00003,0.00001,0.00008,0.00002,,,0.025464791,0.015278875,0.005092958,0.040743665,0.010185916
1.56,0.00005,0.00002,0.00001,0.00005,0.00002,,,0.025464791,0.010185916,0.005092958,0.025464791,0.010185916
1.565,0.00005,0.00002,0.00001,0.00002,0.00002,,,0.025464791,0.010185916,0.005092958,0.010185916,0.010185916
1.57,0.00005,0.00002,0.00001,0,0.00002,,,0.025464791,0.010185916,0.005092958,0,0.010185916
1.575,0.00005,0.00002,0.00001,-0.00003,0.00002,,,0.025464791,0.010185916,0.005092958,-0.015278875,0.010185916
1.58,0.00004,0.00002,0.00001,-0.00005,0.00002,,,0.020371833,0.010185916,0.005092958,-0.025464791,0.010185916
1.585,0.00003,0.00002,0.00001,-0.00008,0.00001,,,0.015278875,0.010185916,0.005092958,-0.040743665,0.005092958
1.59,0.00001,0.00002,0.00001,-0.00011,0.00001,,,0.005092958,0.010185916,0.005092958,-0.05602254,0.005092958
1.595,-0.00001,0.00002,0.00001,-0.00014,0.00001,,,-0.005092958,0.010185916,0.005092958,-0.071301415,0.005092958
1.6,-0.00003,0.00002,0.00001,-0.00017,0.00001,,,-0.015278875,0.010185916,0.005092958,-0.086580289,0.005092958
1.605,-0.00005,0.00002,0.00001,-0.00021,0.00001,,,-0.025464791,0.010185916,0.005092958,-0.106952122,0.005092958
1.61,-0.00008,0.00002,0.00001,-0.00024,0.00001,,,-0.040743665,0.010185916,0.005092958,-0.122230996,0.005092958
1.615,-0.0001,0.00002,0.00001,-0.00028,0.00001,,,-0.050929582,0.010185916,0.005092958,-0.142602829,0.005092958
1.62,-0.00013,0.00002,0.00001,-0.00031,0.00001,,,-0.066208456,0.010185916,0.005092958,-0.157881704,0.005092958
1.625,-0.00016,0.00002,0.00001,-0.00035,0.00001,,,-0.081487331,0.010185916,0.005092958,-0.178253536,0.005092958
1.63,-0.00019,0.00002,0.00001,-0.00039,0.00001,,,-0.096766205,0.010185916,0.005092958,-0.198625369,0.005092958
1.635,-0.00022,0.00002,0.00001,-0.00043,0.00001,,,-0.11204508,0.010185916,0.005092958,-0.218997202,0.005092958
1.64,-0.00025,0.00002,0.00001,-0.00047,0.00001,,,-0.127323954,0.010185916,0.005092958,-0.239369034,0.005092958
1.645,-0.00029,0.00002,0.00001,-0.00052,0.00001,,,-0.147695787,0.010185916,0.005092958,-0.264833825,0.005092958
1.65,-0.00032,0.00002,0.00001,-0.00058,0.00001,,,-0.162974662,0.010185916,0.005092958,-0.295391574,0.005092958
1.655,-0.00036,0.00002,0.00001,-0.00061,0.00001,,,-0.183346494,0.010185916,0.005092958,-0.310670449,0.005092958
1.66,-0.0004,0.00002,0.00001,-0.00062,0.00001,,,-0.203718327,0.010185916,0.005092958,-0.315763407,0.005092958
1.665,-0.00044,0.00001,0.00001,-0.00063,0.00001,,,-0.22409016,0.005092958,0.005092958,-0.320856365,0.005092958
1.67,-0.00048,-0.00001,0.00001,-0.00064,0.00001,,,-0.244461993,-0.005092958,0.005092958,-0.325949323,0.005092958
1.675,-0.00053,-0.00003,0.00001,-0.00064,0.00001,,,-0.269926783,-0.015278875,0.005092958,-0.325949323,0.005092958
1.68,-0.00058,-0.00005,0.00001,-0.00065,0.00001,,,-0.295391574,-0.025464791,0.005092958,-0.331042282,0.005092958
1.685,-0.00062,-0.00007,0.00001,-0.00065,0.00001,,,-0.315763407,-0.035650707,0.005092958,-0.331042282,0.005092958
1.69,-0.00063,-0.00009,0.00001,-0.00065,0.00001,,,-0.320856365,-0.045836624,0.005092958,-0.331042282,0.005092958
1.695,-0.00064,-0.00012,0.00001,-0.00066,0.00001,,,-0.325949323,-0.061115498,0.005092958,-0.33613524,0.005092958
1.7,-0.00064,-0.00014,0.00001,-0.00066,0.00001,,,-0.325949323,-0.071301415,0.005092958,-0.33613524,0.005092958
1.705,-0.00065,-0.00017,0.00001,-0.00066,0,,,-0.331042282,-0.086580289,0.005092958,-0.33613524,0
1.71,-0.00065,-0.0002,0.00001,-0.00066,-0.00001,,,-0.331042282,-0.101859164,0.005092958,-0.33613524,-0.005092958
1.715,-0.00066,-0.00023,0.00001,-0.00067,-0.00003,,,-0.33613524,-0.117138038,0.005092958,-0.341228198,-0.015278875
1.72,-0.00066,-0.00026,0.00001,-0.00067,-0.00005,,,-0.33613524,-0.132416913,0.005092958,-0.341228198,-0.025464791
1.725,-0.00066,-0.0003,0.00001,-0.00067,-0.00008,,,-0.33613524,-0.152788745,0.005092958,-0.341228198,-0.040743665
1.73,-0.00066,-0.00033,0.00001,-0.00067,-0.0001,,,-0.33613524,-0.16806762,0.005092958,-0.341228198,-0.050929582
1.735,-0.00067,-0.00037,0.00001,-0.00067,-0.00012,,,-0.341228198,-0.188439453,0.005092958,-0.341228198,-0.061115498
1.74,-0.00067,-0.00041,0.00001,-0.00067,-0.00015,,,-0.341228198,-0.208811285,0.005092958,-0.341228198,-0.076394373
1.745,-0.00067,-0.00045,0,-0.00068,-0.00018,,,-0.341228198,-0.229183118,0,-0.346321156,-0.091673247
1.75,-0.00067,-0.00049,-0.00002,-0.00068,-0.0002,,,-0.341228198,-0.249554951,-0.010185916,-0.346321156,-0.101859164
1.755,-0.00067,-0.00053,-0.00004,-0.00068,-0.00023,,,-0.341228198,-0.269926783,-0.020371833,-0.346321156,-0.117138038
1.76,-0.00067,-0.00059,-0.00006,-0.00068,-0.00027,,,-0.341228198,-0.300484533,-0.030557749,-0.346321156,-0.137509871
1.765,-0.00068,-0.00062,-0.00008,-0.00068,-0.0003,,,-0.346321156,-0.315763407,-0.040743665,-0.346321156,-0.152788745
1.77,-0.00068,-0.00063,-0.0001,-0.00068,-0.00033,,,-0.346321156,-0.320856365,-0.050929582,-0.346321156,-0.16806762
1.775,-0.00068,-0.00064,-0.00012,-0.00068,-0.00037,,,-0.346321156,-0.325949323,-0.061115498,-0.346321156,-0.188439453
1.78,-0.00068,-0.00065,-0.00015,-0.00068,-0.00041,,,-0.346321156,-0.331042282,-0.076394373,-0.346321156,-0.208811285
1.785,-0.00068,-0.00065,-0.00018,-0.00069,-0.00045,,,-0.346321156,-0.331042282,-0.091673247,-0.351414114,-0.229183118
1.79,-0.00068,-0.00066,-0.00021,-0.00069,-0.00049,,,-0.346321156,-0.33613524,-0.106952122,-0.351414114,-0.249554951
1.795,-0.00068,-0.00066,-0.00024,-0.00069,-0.00053,,,-0.346321156,-0.33613524,-0.122230996,-0.351414114,-0.269926783
1.8,-0.00068,-0.00066,-0.00027,-0.00069,-0.00059,,,-0.346321156,-0.33613524,-0.137509871,-0.351414114,-0.300484533
1.805,-0.00069,-0.00067,-0.0003,-0.00069,-0.00062,,,-0.351414114,-0.341228198,-0.152788745,-0.351414114,-0.315763407
1.81,-0.00069,-0.00067,-0.00034,-0.00069,-0.00063,,,-0.351414114,-0.341228198,-0.173160578,-0.351414114,-0.320856365
1.815,-0.00069,-0.00067,-0.00037,-0.00069,-0.00064,,,-0.351414114,-0.341228198,-0.188439453,-0.351414114,-0.325949323
1.82,-0.00069,-0.00067,-0.00041,-0.00069,-0.00065,,,-0.351414114,-0.341228198,-0.208811285,-0.351414114,-0.331042282
1.825,-0.00069,-0.00067,-0.00045,-0.00069,-0.00065,,,-0.351414114,-0.341228198,-0.229183118,-0.351414114,-0.331042282
1.83,-0.00069,-0.00068,-0.00049,-0.00069,-0.00066,,,-0.351414114,-0.346321156,-0.249554951,-0.351414114,-0.33613524
1.835,-0.00069,-0.00068,-0.00053,-0.00069,-0.00066,,,-0.351414114,-0.346321156,-0.269926783,-0.351414114,-0.33613524
1.84,-0.00069,-0.00068,-0.00059,-0.00069,-0.00066,,,-0.351414114,-0.346321156,-0.300484533,-0.351414114,-0.33613524
1.845,-0.00069,-0.00068,-0.00062,-0.00069,-0.00067,,,-0.351414114,-0.346321156,-0.315763407,-0.351414114,-0.341228198
1.85,-0.00069,-0.00068,-0.00063,-0.0007,-0.00067,,,-0.351414114,-0.346321156,-0.320856365,-0.356507073,-0.341228198
1.855,-0.00069,-0.00068,-0.00064,-0.0007,-0.00067,,,-0.351414114,-0.346321156,-0.325949323,-0.356507073,-0.341228198
1.86,-0.0007,-0.00069,-0.00065,-0.0007,-0.00067,,,-0.356507073,-0.351414114,-0.331042282,-0.356507073,-0.341228198
1.865,-0.0007,-0.00069,-0.00065,-0.0007,-0.00068,,,-0.356507073,-0.351414114,-0.331042282,-0.356507073,-0.346321156
1.87,-0.0007,-0.00069,-0.00064,-0.0007,-0.00068,,,-0.356507073,-0.351414114,-0.325949323,-0.356507073,-0.346321156
1.875,-0.0007,-0.00069,-0.00062,-0.0007,-0.00068,,,-0.356507073,-0.351414114,-0.315763407,-0.356507073,-0.346321156
1.88,-0.0007,-0.00069,-0.0006,-0.0007,-0.00068,,,-0.356507073,-0.351414114,-0.305577491,-0.356507073,-0.346321156
1.885,-0.0007,-0.00069,-0.00059,-0.0007,-0.00068,,,-0.356507073,-0.351414114,-0.300484533,-0.356507073,-0.346321156
1.89,-0.0007,-0.00069,-0.00057,-0.0007,-0.00068,,,-0.356507073,-0.351414114,-0.290298616,-0.356507073,-0.346321156
1.895,-0.0007,-0.00069,-0.00055,-0.0007,-0.00069,,,-0.356507073,-0.351414114,-0.2801127,-0.356507073,-0.351414114
1.9,-0.0007,-0.00069,-0.00052,-0.0007,-0.00069,,,-0.356507073,-0.351414114,-0.264833825,-0.356507073,-0.351414114
1.905,-0.0007,-0.00069,-0.0005,-0.0007,-0.00068,,,-0.356507073,-0.351414114,-0.254647909,-0.356507073,-0.346321156
1.91,-0.0007,-0.0007,-0.00047,-0.0007,-0.00067,,,-0.356507073,-0.356507073,-0.239369034,-0.356507073,-0.341228198
1.915,-0.0007,-0.0007,-0.00045,-0.0007,-0.00065,,,-0.356507073,-0.356507073,-0.229183118,-0.356507073,-0.331042282
1.92,-0.0007,-0.0007,-0.00042,-0.0007,-0.00063,,,-0.356507073,-0.356507073,-0.213904244,-0.356507073,-0.320856365
1.925,-0.0007,-0.0007,-0.00039,-0.0007,-0.00061,,,-0.356507073,-0.356507073,-0.198625369,-0.356507073,-0.310670449
1.93,-0.0007,-0.0007,-0.00035,-0.0007,-0.00059,,,-0.356507073,-0.356507073,-0.178253536,-0.356507073,-0.300484533
1.935,-0.0007,-0.0007,-0.00032,-0.0007,-0.00057,,,-0.356507073,-0.356507073,-0.162974662,-0.356507073,-0.290298616
1.94,-0.0007,-0.0007,-0.00028,-0.00071,-0.00055,,,-0.356507073,-0.356507073,-0.142602829,-0.361600031,-0.2801127
1.945,-0.0007,-0.00069,-0.00025,-0.00071,-0.00052,,,-0.356507073,-0.351414114,-0.127323954,-0.361600031,-0.264833825
1.95,-0.00071,-0.00068,-0.00021,-0.00071,-0.00049,,,-0.361600031,-0.346321156,-0.106952122,-0.361600031,-0.249554951
1.955,-0.00071,-0.00066,-0.00017,-0.00071,-0.00047,,,-0.361600031,-0.33613524,-0.086580289,-0.361600031,-0.239369034
1.96,-0.00071,-0.00064,-0.00012,-0.00071,-0.00044,,,-0.361600031,-0.325949323,-0.061115498,-0.361600031,-0.22409016
1.965,-0.00071,-0.00062,-0.00008,-0.00071,-0.0004,,,-0.361600031,-0.315763407,-0.040743665,-0.361600031,-0.203718327
1.97,-0.00071,-0.0006,-0.00007,-0.00071,-0.00037,,,-0.361600031,-0.305577491,-0.035650707,-0.361600031,-0.188439453
1.975,-0.00071,-0.00058,-0.00006,-0.00071,-0.00034,,,-0.361600031,-0.295391574,-0.030557749,-0.361600031,-0.173160578
1.98,-0.00071,-0.00056,-0.00005,-0.00071,-0.0003,,,-0.361600031,-0.285205658,-0.025464791,-0.361600031,-0.152788745
1.985,-0.00071,-0.00053,-0.00005,-0.00071,-0.00026,,,-0.361600031,-0.269926783,-0.025464791,-0.361600031,-0.132416913
1.99,-0.00071,-0.0005,-0.00004,-0.00071,-0.00023,,,-0.361600031,-0.254647909,-0.020371833,-0.361600031,-0.117138038
1.995,-0.00071,-0.00048,-0.00004,-0.00071,-0.00018,,,-0.361600031,-0.244461993,-0.020371833,-0.361600031,-0.091673247
2,-0.00071,-0.00045,-0.00004,-0.00071,-0.00013,,,-0.361600031,-0.229183118,-0.020371833,-0.361600031,-0.066208456
2.005,-0.00071,-0.00041,-0.00004,-0.00071,-0.0001,,,-0.361600031,-0.208811285,-0.020371833,-0.361600031,-0.050929582
2.01,-0.00071,-0.00038,-0.00003,-0.00071,-0.00008,,,-0.361600031,-0.193532411,-0.015278875,-0.361600031,-0.040743665
2.015,-0.00071,-0.00035,-0.00003,-0.00071,-0.00007,,,-0.361600031,-0.178253536,-0.015278875,-0.361600031,-0.035650707
2.02,-0.00071,-0.00031,-0.00003,-0.00071,-0.00006,,,-0.361600031,-0.157881704,-0.015278875,-0.361600031,-0.030557749
2.025,-0.0007,-0.00028,-0.00003,-0.00071,-0.00006,,,-0.356507073,-0.142602829,-0.015278875,-0.361600031,-0.030557749
2.03,-0.00069,-0.00024,-0.00003,-0.00071,-0.00006,,,-0.351414114,-0.122230996,-0.015278875,-0.361600031,-0.030557749
2.035,-0.00067,-0.00019,-0.00003,-0.00071,-0.00005,,,-0.341228198,-0.096766205,-0.015278875,-0.361600031,-0.025464791
2.04,-0.00066,-0.00014,-0.00003,-0.00071,-0.00005,,,-0.33613524,-0.071301415,-0.015278875,-0.361600031,-0.025464791
2.045,-0.00064,-0.00011,-0.00002,-0.00071,-0.00005,,,-0.325949323,-0.05602254,-0.010185916,-0.361600031,-0.025464791
2.05,-0.00062,-0.00009,-0.00002,-0.00071,-0.00004,,,-0.315763407,-0.045836624,-0.010185916,-0.361600031,-0.020371833
2.055,-0.00059,-0.00008,-0.00002,-0.00071,-0.00004,,,-0.300484533,-0.040743665,-0.010185916,-0.361600031,-0.020371833
2.06,-0.00057,-0.00007,-0.00002,-0.00069,-0.00004,,,-0.290298616,-0.035650707,-0.010185916,-0.351414114,-0.020371833
2.065,-0.00055,-0.00007,-0.00002,-0.00068,-0.00004,,,-0.2801127,-0.035650707,-0.010185916,-0.346321156,-0.020371833
2.07,-0.00052,-0.00006,-0.00002,-0.00066,-0.00004,,,-0.264833825,-0.030557749,-0.010185916,-0.33613524,-0.020371833
2.075,-0.00049,-0.00006,-0.00002,-0.00064,-0.00004,,,-0.249554951,-0.030557749,-0.010185916,-0.325949323,-0.020371833
2.08,-0.00046,-0.00006,-0.00002,-0.00062,-0.00003,,,-0.234276076,-0.030557749,-0.010185916,-0.315763407,-0.015278875
2.085,-0.00043,-0.00005,-0.00002,-0.0006,-0.00003,,,-0.218997202,-0.025464791,-0.010185916,-0.305577491,-0.015278875
2.09,-0.0004,-0.00005,-0.00002,-0.00057,-0.00003,,,-0.203718327,-0.025464791,-0.010185916,-0.290298616,-0.015278875
2.095,-0.00036,-0.00005,-0.00002,-0.00055,-0.00003,,,-0.183346494,-0.025464791,-0.010185916,-0.2801127,-0.015278875
2.1,-0.00033,-0.00005,-0.00002,-0.00052,-0.00003,,,-0.16806762,-0.025464791,-0.010185916,-0.264833825,-0.015278875
2.105,-0.00029,-0.00005,-0.00002,-0.00049,-0.00003,,,-0.147695787,-0.025464791,-0.010185916,-0.249554951,-0.015278875
2.11,-0.00025,-0.00004,-0.00002,-0.00047,-0.00003,,,-0.127323954,-0.020371833,-0.010185916,-0.239369034,-0.015278875
2.115,-0.00021,-0.00004,-0.00002,-0.00043,-0.00003,,,-0.106952122,-0.020371833,-0.010185916,-0.218997202,-0.015278875
2.12,-0.00016,-0.00004,-0.00002,-0.0004,-0.00003,,,-0.081487331,-0.020371833,-0.010185916,-0.203718327,-0.015278875
2.125,-0.00012,-0.00004,-0.00001,-0.00037,-0.00003,,,-0.061115498,-0.020371833,-0.005092958,-0.188439453,-0.015278875
2.13,-0.00011,-0.00004,-0.00001,-0.00033,-0.00003,,,-0.05602254,-0.020371833,-0.005092958,-0.16806762,-0.015278875
2.135,-0.00009,-0.00004,-0.00001,-0.0003,-0.00002,,,-0.045836624,-0.020371833,-0.005092958,-0.152788745,-0.010185916
2.14,-0.00009,-0.00004,-0.00001,-0.00026,-0.00002,,,-0.045836624,-0.020371833,-0.005092958,-0.132416913,-0.010185916
2.145,-0.00008,-0.00004,-0.00001,-0.00022,-0.00002,,,-0.040743665,-0.020371833,-0.005092958,-0.11204508,-0.010185916
2.15,-0.00008,-0.00003,-0.00001,-0.00017,-0.00002,,,-0.040743665,-0.015278875,-0.005092958,-0.086580289,-0.010185916
2.155,-0.00007,-0.00003,-0.00001,-0.00012,-0.00002,,,-0.035650707,-0.015278875,-0.005092958,-0.061115498,-0.010185916
2.16,-0.00007,-0.00003,-0.00001,-0.00009,-0.00002,,,-0.035650707,-0.015278875,-0.005092958,-0.045836624,-0.010185916
2.165,-0.00007,-0.00003,-0.00001,-0.00006,-0.00002,,,-0.035650707,-0.015278875,-0.005092958,-0.030557749,-0.010185916
2.17,-0.00006,-0.00003,-0.00001,-0.00003,-0.00002,,,-0.030557749,-0.015278875,-0.005092958,-0.015278875,-0.010185916
